experiment_name,feature_set,dataset,feature_count,dropped_feature_count,dropped_features,params_json,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,scale_pos_weight,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,rows,positive_labels,positive_predictions
scale_grid1_03_0.75x,all_features,validation,64,0,,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""scale_pos_weight"": 0.8432817182817183, ""subsample"": 0.8}",200,3,0.05,0.8,0.8,0.8432817182817183,0.5449999999999999,0.7995867768595041,0.7716049382716049,0.8187772925764192,0.7944915254237288,0.8531209863858207,0.8267316063904925,968,458,486
scale_grid1_03_0.75x,all_features,test,64,0,,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""scale_pos_weight"": 0.8432817182817183, ""subsample"": 0.8}",200,3,0.05,0.8,0.8,0.8432817182817183,0.5449999999999999,0.8002336448598131,0.872852233676976,0.654639175257732,0.748159057437408,0.9040609304784563,0.8874003295418155,856,388,291
scale_grid1_03_1.00x,all_features,validation,64,0,,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""scale_pos_weight"": 1.1243756243756244, ""subsample"": 0.8}",200,3,0.05,0.8,0.8,1.1243756243756244,0.59,0.7861570247933884,0.7465618860510805,0.8296943231441049,0.7859358841778697,0.8502226217998116,0.8264741772388028,968,458,509
scale_grid1_03_1.00x,all_features,test,64,0,,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""scale_pos_weight"": 1.1243756243756244, ""subsample"": 0.8}",200,3,0.05,0.8,0.8,1.1243756243756244,0.59,0.8130841121495327,0.8825503355704698,0.6778350515463918,0.7667638483965015,0.9097001938496784,0.8958843244301574,856,388,298
scale_grid1_03_1.25x,all_features,validation,64,0,,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""scale_pos_weight"": 1.4054695304695306, ""subsample"": 0.8}",200,3,0.05,0.8,0.8,1.4054695304695306,0.6549999999999999,0.7933884297520661,0.7621951219512195,0.8187772925764192,0.7894736842105263,0.8532494220395582,0.8282859296601366,968,458,492
scale_grid1_03_1.25x,all_features,test,64,0,,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""scale_pos_weight"": 1.4054695304695306, ""subsample"": 0.8}",200,3,0.05,0.8,0.8,1.4054695304695306,0.6549999999999999,0.8142523364485982,0.888135593220339,0.6752577319587629,0.767203513909224,0.9158516168825447,0.9009624165148786,856,388,295
feature_drop_high_missing,drop_high_missing,validation,64,0,,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""scale_pos_weight"": 0.8432817182817183, ""subsample"": 0.8}",200,3,0.05,0.8,0.8,0.8432817182817183,0.5449999999999999,0.7995867768595041,0.7716049382716049,0.8187772925764192,0.7944915254237288,0.8531209863858207,0.8267316063904925,968,458,486
feature_drop_high_missing,drop_high_missing,test,64,0,,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""scale_pos_weight"": 0.8432817182817183, ""subsample"": 0.8}",200,3,0.05,0.8,0.8,0.8432817182817183,0.5449999999999999,0.8002336448598131,0.872852233676976,0.654639175257732,0.748159057437408,0.9040609304784563,0.8874003295418155,856,388,291
feature_drop_low_importance,drop_low_importance,validation,36,28,"감가상각비_총자산비율_missing,당좌비율_missing,매출액순이익률_missing,매출액증가율_missing,매출원가율_missing,매출채권회전율_missing,매출총이익률_missing,무형자산_총자산비율_missing,무형자산상각비_총자산비율_missing,부채비율_missing,순운전자본비율_missing,순이익증가율_missing,영업이익증가율_missing,유동비율_missing,유동자산증가율_missing,유보액/납입자본비율_missing,유형자산_총자산비율_missing,유형자산상각비_총자산비율_missing,유형자산회전율_missing,자기자본비율_missing,자기자본순이익률 (ROE)_missing,차입금의존도_missing,총자본순이익률_missing,총자본영업이익률_missing,총자본투자효율_missing,총자본회전율_missing,총자산증가율_missing,현금비율_missing","{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""scale_pos_weight"": 0.8432817182817183, ""subsample"": 0.8}",200,3,0.05,0.8,0.8,0.8432817182817183,0.6,0.7882231404958677,0.775599128540305,0.777292576419214,0.7764449291166848,0.8437451836629848,0.8173118915326011,968,458,459
feature_drop_low_importance,drop_low_importance,test,36,28,"감가상각비_총자산비율_missing,당좌비율_missing,매출액순이익률_missing,매출액증가율_missing,매출원가율_missing,매출채권회전율_missing,매출총이익률_missing,무형자산_총자산비율_missing,무형자산상각비_총자산비율_missing,부채비율_missing,순운전자본비율_missing,순이익증가율_missing,영업이익증가율_missing,유동비율_missing,유동자산증가율_missing,유보액/납입자본비율_missing,유형자산_총자산비율_missing,유형자산상각비_총자산비율_missing,유형자산회전율_missing,자기자본비율_missing,자기자본순이익률 (ROE)_missing,차입금의존도_missing,총자본순이익률_missing,총자본영업이익률_missing,총자본투자효율_missing,총자본회전율_missing,총자산증가율_missing,현금비율_missing","{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""scale_pos_weight"": 0.8432817182817183, ""subsample"": 0.8}",200,3,0.05,0.8,0.8,0.8432817182817183,0.6,0.7815420560747663,0.8941176470588236,0.5876288659793815,0.7091757387247278,0.9037800687285223,0.8886733856439161,856,388,255
