기업상태,기업명,기업코드,연도,종목코드,보고기간,산업군,총자산증가율,유동자산증가율,매출액증가율,순이익증가율,영업이익증가율,매출액순이익률,매출총이익률,자기자본순이익률 (ROE),매출채권회전율,재고자산회전율,총자본회전율,유형자산회전율,매출원가율,부채비율,유동비율,자기자본비율,당좌비율,비유동자산장기적합률,순운전자본비율,차입금의존도,현금비율,유형자산_총자산비율,무형자산_총자산비율,무형자산상각비_총자산비율,유형자산상각비_총자산비율,감가상각비_총자산비율,총자본영업이익률,총자본순이익률,유보액/납입자본비율,총자본투자효율,period_Q1,period_H1,period_Q3,period_ANNUAL,총자산증가율_missing,유동자산증가율_missing,매출액증가율_missing,순이익증가율_missing,영업이익증가율_missing,매출액순이익률_missing,매출총이익률_missing,자기자본순이익률 (ROE)_missing,매출채권회전율_missing,재고자산회전율_missing,총자본회전율_missing,유형자산회전율_missing,매출원가율_missing,부채비율_missing,유동비율_missing,자기자본비율_missing,당좌비율_missing,비유동자산장기적합률_missing,순운전자본비율_missing,차입금의존도_missing,현금비율_missing,유형자산_총자산비율_missing,무형자산_총자산비율_missing,무형자산상각비_총자산비율_missing,유형자산상각비_총자산비율_missing,감가상각비_총자산비율_missing,총자본영업이익률_missing,총자본순이익률_missing,유보액/납입자본비율_missing,총자본투자효율_missing,label
상장,003800,00140052,2025,003800,ANNUAL,Consumer Discretionary,0.08828763308337038,0.4302276327083028,-0.10366957103625764,0.0844334405352478,0.043901280526158715,0.6589649596884464,0.8982935006022922,0.6305764522447249,1.9345999480486284,0.3277255194787403,0.9392719168923314,-0.27800835288448267,-2.1649196444189824,-1.1455615537334876,0.560377417929815,0.6776525837028003,0.8540550938773858,0.0,0.02137135524520714,-0.7414380998092599,0.5036464133447017,0.7430513826863688,-0.6724075157927889,0.0,0.0,0.0,0.9050049404839009,0.8746923315614952,1.3275285795591416,1.524165449454569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
상장,003800,00140052,2016,003800,H1,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,0.6435839449232468,0.8021367453256708,0.3496127070699432,0.5764848134660241,-0.5796475894097917,-0.16256954270434443,-0.5100699602392642,-1.6824318989824185,-1.2112204196368124,0.5719666294361527,0.6926686622124307,0.6310764401417389,0.0,-0.04146992851940014,-0.7414380998092599,0.10662428571375203,0.7331335325097084,-0.5060069265190549,0.0,0.0,0.0,0.5556082240506846,0.5074301988603703,0.9857357908798202,0.42497123602204695,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
상장,003800,00140052,2017,003800,H1,Consumer Discretionary,0.09362173287249172,-0.7000565223878341,-0.11100291316426668,-0.07361818221626402,-0.05762155408484346,0.5202965728025256,0.775898707252453,0.20823689615797167,0.4252396611345366,-0.6177970603281818,-0.20590008870689966,-0.5285490170569265,-1.571563826249384,-1.2098925591794012,0.36410263538619486,0.692378435503841,0.17966181407934917,0.0,-0.11404670722397116,-0.7414380998092599,0.3525951018009127,0.7694553244168716,-0.5248600833740561,0.0,0.0,0.0,0.3899614011048379,0.32407577214672284,1.0105761440682974,0.21903533214224072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
상장,003800,00140052,2018,003800,H1,Consumer Discretionary,0.1777323873962525,0.16956451240732373,0.6279054469571143,1.0713334765742424,1.0692585987944054,0.6359602180398282,0.828096360666986,0.34030948463796046,0.1645576515868308,-0.5795780227100468,-0.1668862389032463,-0.5214207866752749,-1.8000029545987646,-1.1724953772237918,0.32250164439373336,0.6839791546410009,0.18382131819644432,0.0,-0.12321411494065439,-0.7414380998092599,0.0008587103469825761,0.7747769803337243,-0.6407541117368329,0.0,0.0,0.0,0.6097564384239923,0.49392812557303517,1.045973683833363,0.44335740093887727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
상장,003800,00140052,2019,003800,H1,Consumer Discretionary,0.27792111167908845,0.22885906956507315,0.6697241069190217,1.0005032397521174,0.9239235898475082,0.7021270552147554,0.8447341351664412,0.43648032893155253,0.336569943800635,-0.5002225441506146,-0.13357060313791663,-0.5195999005671224,-1.879893850132693,-1.068005282115394,0.2437221313974523,0.6580592006119904,0.14528425715669907,0.0,-0.1434401827466269,-0.7414380998092599,0.1452570483726664,0.7960997255920389,-0.649164880737351,0.0,0.0,0.0,0.6844954602850537,0.6151287470350223,1.0889331481645916,0.5991120279899032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
상장,003800,00140052,2020,003800,H1,Consumer Discretionary,0.18415593400704539,0.32918150896254844,0.5683743457387957,0.74318704717292,0.5538114763480582,0.700203745942244,0.8980837484764493,0.4402556130560972,0.4143347252441475,-0.5423959974404626,-0.11806676158689572,-0.5199566708793388,-2.163710943146574,-1.0475188278081269,0.2588045305111357,0.6525247316344495,0.19176745412134255,0.0,-0.12839812247787444,-0.7414380998092599,0.35041845938330884,0.810535291748779,-0.6530892052163662,0.0,0.0,0.0,0.6631474384774627,0.6190818683841385,1.1236214202542147,0.5650140074592106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
상장,003800,00140052,2021,003800,H1,Consumer Discretionary,0.2746413340957243,0.49838896346916506,0.7095717578767661,0.8547707917031998,0.9071346053743857,0.6990446634214474,0.8862881771412272,0.46633253849856937,0.6179849811728746,-0.49017179773706937,-0.05252517956113357,-0.5100141249752524,-2.0969884393100533,-0.9211687626711015,0.24563654256534437,0.6147637297597538,0.2713186833723981,0.0,-0.08818607256178666,-0.7414380998092599,0.17769302044169985,0.8227792437554025,-0.6564922591035897,0.0,0.0,0.0,0.7281954321384552,0.6463190149232734,1.1710884503706065,0.6753601627720784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
상장,003800,00140052,2022,003800,H1,Consumer Discretionary,0.18077231784099496,0.30482906562269635,-0.12961705426211012,0.1626865105437651,0.11312735832505688,0.6908203968948528,0.8890152545412273,0.4276063272498672,0.550855740594916,-0.5513569620052917,-0.1239764181204341,-0.5147076533023504,-2.1121994506712753,-1.0074076124663287,0.21951180738946993,0.6412295314008392,0.2496979020432391,0.0,-0.08344882381291614,-0.7414380998092599,0.06707847870657518,0.7843730196684394,-0.6710163696921868,0.0,0.0,0.0,0.6630287987879803,0.6005743288159894,1.2136836309334436,0.5904730251498562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
상장,003800,00140052,2023,003800,H1,Consumer Discretionary,0.1606593795675861,0.26655255963090285,-0.38928570654062267,0.023160444791599562,-0.0031390865664705624,0.6739373857674595,0.9085054838825293,0.35172613337960706,0.4486807871396985,-0.6535616106193973,-0.2680257323909199,-0.5434569315254784,-2.224741489217898,-1.0424444977901077,0.25574631417684995,0.6511297343985107,0.3245331972296853,0.0,-0.07049293346703993,-0.7414380998092599,0.3035629392833281,0.7764488226063075,-0.6729038562075594,0.0,0.0,0.0,0.5386780428017112,0.5036059956274889,1.2461776160742695,0.3997424813521186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
상장,003800,00140052,2024,003800,H1,Consumer Discretionary,0.13925560795466405,-0.4252877936696309,0.506499840181773,0.9594888624034814,0.8791062093551375,0.7375112528312988,0.9391623392249893,0.42859980436513284,0.5005604624882196,-0.5943454100953739,-0.2630621248583974,-0.5475611269084879,-2.4166719440659286,-1.1268762124309815,0.26597312285540414,0.6731223028854837,0.3689238428602101,0.0,-0.08602298136782822,-0.7414380998092599,0.14483775968477716,0.8019638585742009,-0.6714035781077828,0.0,0.0,0.0,0.600571901888889,0.6074761819251506,1.2806311924869462,0.5547986732109391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
